ID,neighbourhood,date,buildingType,Tenure,Size,pricePsf,Price,Floors,state,area,latitude,longitude
1,KL TRADERS SQUARE RESIDENCES,13/2/2023,SERVICE RESIDENCE,FREEHOLD,918,561,515000,1,kuala-lumpur,setapak,3.1975774,101.7139655
2,KL TRADERS SQUARE RESIDENCES,10/2/2023,SERVICE RESIDENCE,FREEHOLD,842,610,513500,1,kuala-lumpur,setapak,3.1975774,101.7139655
3,KL TRADERS SQUARE RESIDENCES,20/1/2023,SERVICE RESIDENCE,FREEHOLD,842,665,560000,1,kuala-lumpur,setapak,3.1975774,101.7139655
4,KL TRADERS SQUARE RESIDENCES,17/1/2023,SERVICE RESIDENCE,FREEHOLD,842,463,390000,1,kuala-lumpur,setapak,3.1975774,101.7139655
5,KL TRADERS SQUARE RESIDENCES,9/12/2022,SERVICE RESIDENCE,FREEHOLD,842,204,172000,1,kuala-lumpur,setapak,3.1975774,101.7139655
6,KL TRADERS SQUARE RESIDENCES,3/11/2022,SERVICE RESIDENCE,FREEHOLD,842,594,500000,1,kuala-lumpur,setapak,3.1975774,101.7139655
7,KL TRADERS SQUARE RESIDENCES,29/9/2022,SERVICE RESIDENCE,FREEHOLD,918,572,525000,1,kuala-lumpur,setapak,3.1975774,101.7139655
8,KL TRADERS SQUARE RESIDENCES,8/9/2022,SERVICE RESIDENCE,FREEHOLD,918,458,420000,1,kuala-lumpur,setapak,3.1975774,101.7139655
9,KL TRADERS SQUARE RESIDENCES,30/8/2022,SERVICE RESIDENCE,FREEHOLD,918,409,375000,1,kuala-lumpur,setapak,3.1975774,101.7139655
10,KL TRADERS SQUARE RESIDENCES,10/8/2022,SERVICE RESIDENCE,FREEHOLD,842,546,460000,1,kuala-lumpur,setapak,3.1975774,101.7139655
11,KL TRADERS SQUARE RESIDENCES,9/8/2022,SERVICE RESIDENCE,FREEHOLD,842,653,550000,1,kuala-lumpur,setapak,3.1975774,101.7139655
12,KL TRADERS SQUARE RESIDENCES,8/8/2022,SERVICE RESIDENCE,FREEHOLD,918,436,400000,1,kuala-lumpur,setapak,3.1975774,101.7139655
13,KL TRADERS SQUARE RESIDENCES,1/8/2022,SERVICE RESIDENCE,FREEHOLD,842,457,385000,1,kuala-lumpur,setapak,3.1975774,101.7139655
14,KL TRADERS SQUARE RESIDENCES,13/7/2022,SERVICE RESIDENCE,FREEHOLD,842,457,385000,1,kuala-lumpur,setapak,3.1975774,101.7139655
15,KL TRADERS SQUARE RESIDENCES,7/7/2022,SERVICE RESIDENCE,FREEHOLD,842,635,535000,1,kuala-lumpur,setapak,3.1975774,101.7139655
16,KL TRADERS SQUARE RESIDENCES,4/7/2022,SERVICE RESIDENCE,FREEHOLD,918,523,480000,1,kuala-lumpur,setapak,3.1975774,101.7139655
17,KL TRADERS SQUARE RESIDENCES,30/6/2022,SERVICE RESIDENCE,FREEHOLD,918,272,250000,1,kuala-lumpur,setapak,3.1975774,101.7139655
18,KL TRADERS SQUARE RESIDENCES,23/6/2022,SERVICE RESIDENCE,FREEHOLD,1059,522,553000,1,kuala-lumpur,setapak,3.1975774,101.7139655
19,KL TRADERS SQUARE RESIDENCES,15/6/2022,SERVICE RESIDENCE,FREEHOLD,918,654,600000,1,kuala-lumpur,setapak,3.1975774,101.7139655
20,KL TRADERS SQUARE RESIDENCES,21/4/2022,SERVICE RESIDENCE,FREEHOLD,940,479,450000,1,kuala-lumpur,setapak,3.1975774,101.7139655
21,KL TRADERS SQUARE RESIDENCES,14/4/2022,SERVICE RESIDENCE,FREEHOLD,842,511,430000,1,kuala-lumpur,setapak,3.1975774,101.7139655
22,KL TRADERS SQUARE RESIDENCES,11/4/2022,SERVICE RESIDENCE,FREEHOLD,918,545,500000,1,kuala-lumpur,setapak,3.1975774,101.7139655
23,KL TRADERS SQUARE RESIDENCES,30/3/2022,SERVICE RESIDENCE,FREEHOLD,940,521,490000,1,kuala-lumpur,setapak,3.1975774,101.7139655
24,KL TRADERS SQUARE RESIDENCES,24/3/2022,SERVICE RESIDENCE,FREEHOLD,940,617,580000,1,kuala-lumpur,setapak,3.1975774,101.7139655
25,BERJAYA TIMES SQUARE,10/4/2023,SERVICE RESIDENCE,FREEHOLD,581,981,570000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
26,BERJAYA TIMES SQUARE,30/1/2023,SERVICE RESIDENCE,FREEHOLD,624,962,600000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
27,BERJAYA TIMES SQUARE,18/1/2023,SERVICE RESIDENCE,FREEHOLD,678,760,515000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
28,BERJAYA TIMES SQUARE,20/12/2022,SERVICE RESIDENCE,FREEHOLD,578,865,500000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
29,BERJAYA TIMES SQUARE,20/12/2022,SERVICE RESIDENCE,FREEHOLD,1098,911,1000000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
30,BERJAYA TIMES SQUARE,20/12/2022,SERVICE RESIDENCE,FREEHOLD,1098,911,1000000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
31,BERJAYA TIMES SQUARE,27/10/2022,SERVICE RESIDENCE,FREEHOLD,1098,911,1000000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
32,BERJAYA TIMES SQUARE,21/10/2022,SERVICE RESIDENCE,FREEHOLD,1098,911,1000000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
33,BERJAYA TIMES SQUARE,21/10/2022,SERVICE RESIDENCE,FREEHOLD,1098,911,1000000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
34,BERJAYA TIMES SQUARE,13/10/2022,SERVICE RESIDENCE,FREEHOLD,1098,911,1000000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
35,BERJAYA TIMES SQUARE,6/10/2022,SERVICE RESIDENCE,FREEHOLD,581,943,548000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
36,BERJAYA TIMES SQUARE,22/9/2022,SERVICE RESIDENCE,FREEHOLD,1098,911,1000000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
37,BERJAYA TIMES SQUARE,2/8/2022,SERVICE RESIDENCE,FREEHOLD,624,815,508560,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
38,BERJAYA TIMES SQUARE,25/7/2022,SERVICE RESIDENCE,FREEHOLD,1098,911,1000000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
39,BERJAYA TIMES SQUARE,19/7/2022,SERVICE RESIDENCE,FREEHOLD,560,800,448000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
40,BERJAYA TIMES SQUARE,19/7/2022,SERVICE RESIDENCE,FREEHOLD,624,815,508560,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
41,BERJAYA TIMES SQUARE,25/5/2022,SERVICE RESIDENCE,FREEHOLD,1098,837,919191,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
42,VISTA MAGNA,27/4/2023,APARTMENT,LEASEHOLD,850,365,310000,1,kuala-lumpur,kepong,3.2140294,101.634842
43,VISTA MAGNA,25/4/2023,APARTMENT,LEASEHOLD,872,298,260000,1,kuala-lumpur,kepong,3.2140294,101.634842
44,VISTA MAGNA,13/4/2023,APARTMENT,LEASEHOLD,861,331,285000,1,kuala-lumpur,kepong,3.2140294,101.634842
45,VISTA MAGNA,28/3/2023,APARTMENT,LEASEHOLD,861,209,180000,1,kuala-lumpur,kepong,3.2140294,101.634842
46,VISTA MAGNA,20/3/2023,APARTMENT,LEASEHOLD,861,325,280000,1,kuala-lumpur,kepong,3.2140294,101.634842
47,VISTA MAGNA,15/3/2023,APARTMENT,LEASEHOLD,1615,248,400000,1,kuala-lumpur,kepong,3.2140294,101.634842
48,VISTA MAGNA,14/2/2023,APARTMENT,LEASEHOLD,867,323,280000,1,kuala-lumpur,kepong,3.2140294,101.634842
49,VISTA MAGNA,31/1/2023,APARTMENT,LEASEHOLD,1604,343,550000,1,kuala-lumpur,kepong,3.2140294,101.634842
50,VISTA MAGNA,13/1/2023,APARTMENT,LEASEHOLD,872,344,300000,1,kuala-lumpur,kepong,3.2140294,101.634842
51,VISTA MAGNA,27/12/2022,APARTMENT,LEASEHOLD,861,372,320000,1,kuala-lumpur,kepong,3.2140294,101.634842
52,VISTA MAGNA,31/10/2022,APARTMENT,LEASEHOLD,861,372,320000,1,kuala-lumpur,kepong,3.2140294,101.634842
53,VISTA MAGNA,28/10/2022,APARTMENT,LEASEHOLD,855,304,260000,1,kuala-lumpur,kepong,3.2140294,101.634842
54,VISTA MAGNA,3/10/2022,APARTMENT,LEASEHOLD,861,290,250000,1,kuala-lumpur,kepong,3.2140294,101.634842
55,VISTA MAGNA,3/10/2022,APARTMENT,LEASEHOLD,861,288,248000,1,kuala-lumpur,kepong,3.2140294,101.634842
56,VISTA MAGNA,28/9/2022,APARTMENT,LEASEHOLD,872,367,320000,1,kuala-lumpur,kepong,3.2140294,101.634842
57,VISTA MAGNA,23/8/2022,APARTMENT,LEASEHOLD,850,335,285000,1,kuala-lumpur,kepong,3.2140294,101.634842
58,VISTA MAGNA,7/6/2022,APARTMENT,LEASEHOLD,861,354,305000,1,kuala-lumpur,kepong,3.2140294,101.634842
59,VISTA MAGNA,24/5/2022,APARTMENT,LEASEHOLD,861,331,285000,1,kuala-lumpur,kepong,3.2140294,101.634842
60,TAMAN SRI KUCHING,17/5/2023,FLAT,FREEHOLD,1001,180,180000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
61,TAMAN SRI KUCHING,17/5/2023,FLAT,FREEHOLD,1130,159,180000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
62,TAMAN SRI KUCHING,15/5/2023,FLAT,FREEHOLD,775,252,195000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
63,TAMAN SRI KUCHING,2/3/2023,FLAT,FREEHOLD,743,310,230000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
64,TAMAN SRI KUCHING,25/1/2023,FLAT,FREEHOLD,743,336,250000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
65,TAMAN SRI KUCHING,2/12/2022,FLAT,FREEHOLD,764,223,170000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
66,TAMAN SRI KUCHING,31/10/2022,FLAT,FREEHOLD,775,258,200000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
67,TAMAN SRI KUCHING,5/10/2022,FLAT,FREEHOLD,764,288,220000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
68,TAMAN SRI KUCHING,5/9/2022,FLAT,FREEHOLD,775,194,150000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
69,TAMAN SRI KUCHING,25/8/2022,FLAT,FREEHOLD,743,323,240000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
70,TAMAN SRI KUCHING,18/8/2022,FLAT,FREEHOLD,732,243,178000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
71,TAMAN SRI KUCHING,16/8/2022,FLAT,FREEHOLD,764,223,170000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
72,TAMAN SRI KUCHING,20/7/2022,FLAT,FREEHOLD,743,310,230000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
73,TAMAN SRI KUCHING,19/7/2022,FLAT,FREEHOLD,861,314,270000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
74,TAMAN SRI KUCHING,18/7/2022,FLAT,FREEHOLD,753,345,260000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
75,TAMAN SRI KUCHING,12/7/2022,FLAT,FREEHOLD,764,255,195000,1,kuala-lumpur,jalan-kuching,3.1773,101.6793
76,BUKIT OUG,22/3/2023,CONDOMINIUM,FREEHOLD,1222,270,330000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
77,BUKIT OUG,10/1/2023,CONDOMINIUM,FREEHOLD,1222,246,300000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
78,BUKIT OUG,28/12/2022,CONDOMINIUM,FREEHOLD,1465,259,380000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
79,BUKIT OUG,27/12/2022,CONDOMINIUM,FREEHOLD,791,316,250000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
80,BUKIT OUG,22/12/2022,CONDOMINIUM,FREEHOLD,1222,268,327000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
81,BUKIT OUG,29/11/2022,CONDOMINIUM,FREEHOLD,775,310,240000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
82,BUKIT OUG,28/10/2022,CONDOMINIUM,FREEHOLD,1448,276,400000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
83,BUKIT OUG,8/9/2022,CONDOMINIUM,FREEHOLD,1222,286,350000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
84,BUKIT OUG,2/9/2022,CONDOMINIUM,FREEHOLD,1465,246,360000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
85,BUKIT OUG,22/8/2022,CONDOMINIUM,FREEHOLD,1448,207,300000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
86,BUKIT OUG,11/8/2022,CONDOMINIUM,FREEHOLD,791,303,240000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
87,BUKIT OUG,8/8/2022,CONDOMINIUM,FREEHOLD,791,379,300000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
88,BUKIT OUG,3/8/2022,CONDOMINIUM,FREEHOLD,1465,239,350000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
89,BUKIT OUG,26/7/2022,CONDOMINIUM,FREEHOLD,1222,274,335000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
90,BUKIT OUG,12/7/2022,CONDOMINIUM,FREEHOLD,1222,274,335000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
91,BUKIT OUG,6/7/2022,CONDOMINIUM,FREEHOLD,775,361,280000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
92,BUKIT OUG,23/6/2022,CONDOMINIUM,FREEHOLD,1222,344,420000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
93,BUKIT OUG,21/6/2022,CONDOMINIUM,FREEHOLD,775,348,270000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
94,BUKIT OUG,13/6/2022,CONDOMINIUM,FREEHOLD,1222,311,380000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
95,BUKIT OUG,10/6/2022,CONDOMINIUM,FREEHOLD,775,320,248000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
96,BUKIT OUG,10/5/2022,CONDOMINIUM,FREEHOLD,1222,327,400000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
97,BUKIT OUG,9/5/2022,CONDOMINIUM,FREEHOLD,791,316,250000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
98,BUKIT OUG,9/5/2022,CONDOMINIUM,FREEHOLD,1222,327,400000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
99,BUKIT OUG,25/4/2022,CONDOMINIUM,FREEHOLD,1465,171,250000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
100,BUKIT OUG,25/4/2022,CONDOMINIUM,FREEHOLD,1448,256,370000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
101,BUKIT OUG,15/4/2022,CONDOMINIUM,FREEHOLD,1222,295,360000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
102,BUKIT OUG,14/4/2022,CONDOMINIUM,FREEHOLD,1465,259,380000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
103,BUKIT OUG,8/4/2022,CONDOMINIUM,FREEHOLD,775,335,260000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
104,BUKIT OUG,6/4/2022,CONDOMINIUM,FREEHOLD,791,392,310000,1,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
105,MENARA MENJALARA,14/6/2023,CONDOMINIUM,FREEHOLD,1076,393,423000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
106,MENARA MENJALARA,25/4/2023,CONDOMINIUM,FREEHOLD,1076,400,430000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
107,MENARA MENJALARA,3/4/2023,CONDOMINIUM,FREEHOLD,1076,400,430000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
108,MENARA MENJALARA,17/2/2023,CONDOMINIUM,FREEHOLD,980,367,360000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
109,MENARA MENJALARA,11/1/2023,CONDOMINIUM,FREEHOLD,980,393,385000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
110,MENARA MENJALARA,21/12/2022,CONDOMINIUM,FREEHOLD,980,367,360000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
111,MENARA MENJALARA,16/12/2022,CONDOMINIUM,FREEHOLD,980,376,368000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
112,MENARA MENJALARA,15/12/2022,CONDOMINIUM,FREEHOLD,980,386,378000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
113,MENARA MENJALARA,12/12/2022,CONDOMINIUM,FREEHOLD,1076,404,435000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
114,MENARA MENJALARA,12/12/2022,CONDOMINIUM,FREEHOLD,1076,465,500000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
115,MENARA MENJALARA,5/12/2022,CONDOMINIUM,FREEHOLD,1076,390,420000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
116,MENARA MENJALARA,15/11/2022,CONDOMINIUM,FREEHOLD,980,429,420000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
117,MENARA MENJALARA,20/10/2022,CONDOMINIUM,FREEHOLD,1076,463,498000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
118,MENARA MENJALARA,1/10/2022,CONDOMINIUM,FREEHOLD,1076,390,420000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
119,MENARA MENJALARA,29/8/2022,CONDOMINIUM,FREEHOLD,1076,361,388000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
120,MENARA MENJALARA,6/7/2022,CONDOMINIUM,FREEHOLD,1076,465,500000,1,kuala-lumpur,bandar-menjalara,3.1941339,101.6272283
121,"TERATAI MEWAH BLOCK 15,17,19,21",9/6/2023,APARTMENT,FREEHOLD,721,277,200000,1,kuala-lumpur,setapak,3.1975774,101.7139655
122,"TERATAI MEWAH BLOCK 15,17,19,21",28/4/2023,APARTMENT,FREEHOLD,657,342,225000,1,kuala-lumpur,setapak,3.1975774,101.7139655
123,"TERATAI MEWAH BLOCK 15,17,19,21",30/3/2023,APARTMENT,FREEHOLD,721,250,180000,1,kuala-lumpur,setapak,3.1975774,101.7139655
124,"TERATAI MEWAH BLOCK 15,17,19,21",17/3/2023,APARTMENT,FREEHOLD,657,440,289000,1,kuala-lumpur,setapak,3.1975774,101.7139655
125,"TERATAI MEWAH BLOCK 15,17,19,21",6/3/2023,APARTMENT,FREEHOLD,721,402,290000,1,kuala-lumpur,setapak,3.1975774,101.7139655
126,"TERATAI MEWAH BLOCK 15,17,19,21",17/2/2023,APARTMENT,FREEHOLD,721,319,230000,1,kuala-lumpur,setapak,3.1975774,101.7139655
127,"TERATAI MEWAH BLOCK 15,17,19,21",27/1/2023,APARTMENT,FREEHOLD,657,396,260000,1,kuala-lumpur,setapak,3.1975774,101.7139655
128,"TERATAI MEWAH BLOCK 15,17,19,21",20/12/2022,APARTMENT,FREEHOLD,721,319,230000,1,kuala-lumpur,setapak,3.1975774,101.7139655
129,"TERATAI MEWAH BLOCK 15,17,19,21",9/12/2022,APARTMENT,FREEHOLD,657,411,270000,1,kuala-lumpur,setapak,3.1975774,101.7139655
130,"TERATAI MEWAH BLOCK 15,17,19,21",16/11/2022,APARTMENT,FREEHOLD,657,381,250000,1,kuala-lumpur,setapak,3.1975774,101.7139655
131,"TERATAI MEWAH BLOCK 15,17,19,21",27/9/2022,APARTMENT,FREEHOLD,657,303,199000,1,kuala-lumpur,setapak,3.1975774,101.7139655
132,"TERATAI MEWAH BLOCK 15,17,19,21",14/9/2022,APARTMENT,FREEHOLD,657,411,270000,1,kuala-lumpur,setapak,3.1975774,101.7139655
133,"TERATAI MEWAH BLOCK 15,17,19,21",17/8/2022,APARTMENT,FREEHOLD,657,396,260000,1,kuala-lumpur,setapak,3.1975774,101.7139655
134,"TERATAI MEWAH BLOCK 15,17,19,21",11/8/2022,APARTMENT,FREEHOLD,657,396,260000,1,kuala-lumpur,setapak,3.1975774,101.7139655
135,"TERATAI MEWAH BLOCK 15,17,19,21",10/8/2022,APARTMENT,FREEHOLD,657,304,200000,1,kuala-lumpur,setapak,3.1975774,101.7139655
136,"TERATAI MEWAH BLOCK 15,17,19,21",8/8/2022,APARTMENT,FREEHOLD,657,350,230000,1,kuala-lumpur,setapak,3.1975774,101.7139655
137,"TERATAI MEWAH BLOCK 15,17,19,21",5/7/2022,APARTMENT,FREEHOLD,657,373,245000,1,kuala-lumpur,setapak,3.1975774,101.7139655
138,DESA GREEN,9/5/2023,SERVICE RESIDENCE,FREEHOLD,721,610,440000,1,kuala-lumpur,seputeh,3.1136874,101.68142
139,DESA GREEN,28/3/2023,SERVICE RESIDENCE,FREEHOLD,721,652,470000,1,kuala-lumpur,seputeh,3.1136874,101.68142
140,DESA GREEN,24/3/2023,SERVICE RESIDENCE,FREEHOLD,721,583,420000,1,kuala-lumpur,seputeh,3.1136874,101.68142
141,DESA GREEN,13/3/2023,SERVICE RESIDENCE,FREEHOLD,947,581,550000,1,kuala-lumpur,seputeh,3.1136874,101.68142
142,DESA GREEN,9/3/2023,SERVICE RESIDENCE,FREEHOLD,581,680,395000,1,kuala-lumpur,seputeh,3.1136874,101.68142
143,DESA GREEN,28/2/2023,SERVICE RESIDENCE,FREEHOLD,947,496,470000,1,kuala-lumpur,seputeh,3.1136874,101.68142
144,DESA GREEN,17/2/2023,SERVICE RESIDENCE,FREEHOLD,721,627,452000,1,kuala-lumpur,seputeh,3.1136874,101.68142
145,DESA GREEN,18/1/2023,SERVICE RESIDENCE,FREEHOLD,935,556,520000,1,kuala-lumpur,seputeh,3.1136874,101.68142
146,DESA GREEN,6/1/2023,SERVICE RESIDENCE,FREEHOLD,947,610,578000,1,kuala-lumpur,seputeh,3.1136874,101.68142
147,DESA GREEN,30/12/2022,SERVICE RESIDENCE,FREEHOLD,721,621,448000,1,kuala-lumpur,seputeh,3.1136874,101.68142
148,DESA GREEN,7/12/2022,SERVICE RESIDENCE,FREEHOLD,969,578,560000,1,kuala-lumpur,seputeh,3.1136874,101.68142
149,DESA GREEN,30/11/2022,SERVICE RESIDENCE,FREEHOLD,947,475,450000,1,kuala-lumpur,seputeh,3.1136874,101.68142
150,DESA GREEN,14/11/2022,SERVICE RESIDENCE,FREEHOLD,581,688,400000,1,kuala-lumpur,seputeh,3.1136874,101.68142
151,DESA GREEN,20/10/2022,SERVICE RESIDENCE,FREEHOLD,947,568,538000,1,kuala-lumpur,seputeh,3.1136874,101.68142
152,DESA GREEN,19/9/2022,SERVICE RESIDENCE,FREEHOLD,721,555,400000,1,kuala-lumpur,seputeh,3.1136874,101.68142
153,DESA GREEN,10/8/2022,SERVICE RESIDENCE,FREEHOLD,969,528,512000,1,kuala-lumpur,seputeh,3.1136874,101.68142
154,DESA GREEN,7/7/2022,SERVICE RESIDENCE,FREEHOLD,721,693,500000,1,kuala-lumpur,seputeh,3.1136874,101.68142
155,DESA GREEN,29/6/2022,SERVICE RESIDENCE,FREEHOLD,947,591,560000,1,kuala-lumpur,seputeh,3.1136874,101.68142
156,DESA GREEN,29/6/2022,SERVICE RESIDENCE,FREEHOLD,721,596,430000,1,kuala-lumpur,seputeh,3.1136874,101.68142
157,DESA GREEN,27/6/2022,SERVICE RESIDENCE,FREEHOLD,945,656,620000,1,kuala-lumpur,seputeh,3.1136874,101.68142
158,VISTA KIARA,9/3/2023,CONDOMINIUM,FREEHOLD,1238,485,600000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
159,VISTA KIARA,17/2/2023,CONDOMINIUM,FREEHOLD,1238,549,680000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
160,VISTA KIARA,9/2/2023,CONDOMINIUM,FREEHOLD,1238,485,600000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
161,VISTA KIARA,29/12/2022,CONDOMINIUM,FREEHOLD,1238,432,535000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
162,VISTA KIARA,29/12/2022,CONDOMINIUM,FREEHOLD,1335,463,618000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
163,VISTA KIARA,14/11/2022,CONDOMINIUM,FREEHOLD,1238,460,570000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
164,VISTA KIARA,2/11/2022,CONDOMINIUM,FREEHOLD,1281,437,560000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
165,VISTA KIARA,3/10/2022,CONDOMINIUM,FREEHOLD,1399,436,610000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
166,VISTA KIARA,20/9/2022,CONDOMINIUM,FREEHOLD,1238,396,490000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
167,VISTA KIARA,5/9/2022,CONDOMINIUM,FREEHOLD,1356,516,700000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
168,VISTA KIARA,5/9/2022,CONDOMINIUM,FREEHOLD,1238,549,680000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
169,VISTA KIARA,12/8/2022,CONDOMINIUM,FREEHOLD,1238,456,565000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
170,VISTA KIARA,5/8/2022,CONDOMINIUM,FREEHOLD,1399,300,420000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
171,VISTA KIARA,3/8/2022,CONDOMINIUM,FREEHOLD,1399,415,580000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
172,VISTA KIARA,28/7/2022,CONDOMINIUM,FREEHOLD,1238,331,410000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
173,VISTA KIARA,22/7/2022,CONDOMINIUM,FREEHOLD,1238,501,620000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
174,VISTA KIARA,20/7/2022,CONDOMINIUM,FREEHOLD,1389,446,620000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
175,VISTA KIARA,23/6/2022,CONDOMINIUM,FREEHOLD,1281,414,530000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
176,VISTA KIARA,20/6/2022,CONDOMINIUM,FREEHOLD,1335,449,600000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
177,VISTA KIARA,13/6/2022,CONDOMINIUM,FREEHOLD,1399,455,636000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
178,VISTA KIARA,30/5/2022,CONDOMINIUM,FREEHOLD,1238,455,563000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
179,VISTA KIARA,20/5/2022,CONDOMINIUM,FREEHOLD,1238,428,530000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
180,VISTA KIARA,7/4/2022,CONDOMINIUM,FREEHOLD,1238,456,565000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
181,KENANGA POINT,8/6/2023,CONDOMINIUM,FREEHOLD,861,424,365000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
182,KENANGA POINT,5/5/2023,CONDOMINIUM,FREEHOLD,861,462,398000,1,kuala-lumpur,kl-city-centre,3.1466,101.6958
