ID,neighbourhood,date,buildingType,Tenure,Size,pricePsf,Price,Floors,state,area,latitude,longitude
5442,LAMAN RESIDENCE,13/7/2022,SEMI-D,LEASEHOLD,3057,442,1350000,3,kuala-lumpur,batu-caves,3.2377898,101.6813599
5443,LAMAN RESIDENCE,29/6/2022,SEMI-D,LEASEHOLD,3057,556,1700000,3,kuala-lumpur,batu-caves,3.2377898,101.6813599
5444,LAMAN RESIDENCE,7/6/2022,SEMI-D,LEASEHOLD,3057,533,1628000,2,kuala-lumpur,batu-caves,3.2377898,101.6813599
5445,LAMAN RESIDENCE,22/5/2022,TERRACE HOUSE - CORNER LOT,LEASEHOLD,3886,473,1838000,3,kuala-lumpur,batu-caves,3.2377898,101.6813599
5446,LAMAN RESIDENCE,10/5/2022,SEMI-D,LEASEHOLD,3800,539,2050000,3,kuala-lumpur,batu-caves,3.2377898,101.6813599
5447,LAMAN RESIDENCE,20/4/2022,SEMI-D,LEASEHOLD,3606,555,2000000,3,kuala-lumpur,batu-caves,3.2377898,101.6813599
5448,LAMAN RESIDENCE,18/3/2022,SEMI-D,LEASEHOLD,3057,589,1800000,3,kuala-lumpur,batu-caves,3.2377898,101.6813599
5449,LAMAN RESIDENCE,8/2/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1916,626,1200000,3,kuala-lumpur,batu-caves,3.2377898,101.6813599
5450,LAMAN RESIDENCE,31/1/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1765,674,1190000,3,kuala-lumpur,batu-caves,3.2377898,101.6813599
5451,LAMAN RESIDENCE,26/1/2022,SEMI-D,LEASEHOLD,2519,595,1500000,2,kuala-lumpur,batu-caves,3.2377898,101.6813599
5452,LAMAN RESIDENCE,25/1/2022,SEMI-D,LEASEHOLD,3380,547,1850000,3,kuala-lumpur,batu-caves,3.2377898,101.6813599
5453,BANGSAR PARK,5/5/2023,TERRACE HOUSE - END LOT,FREEHOLD,1863,671,1250000,1,kuala-lumpur,bangsar,3.13083,101.66944
5454,BANGSAR PARK,17/1/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1873,854,1600000,2,kuala-lumpur,bangsar,3.13083,101.66944
5455,BANGSAR PARK,13/1/2023,BUNGALOW,FREEHOLD,6018,499,3000000,2,kuala-lumpur,bangsar,3.13083,101.66944
5456,BANGSAR PARK,7/12/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1873,587,1100000,1,kuala-lumpur,bangsar,3.13083,101.66944
5457,BANGSAR PARK,22/11/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1873,678,1270000,1,kuala-lumpur,bangsar,3.13083,101.66944
5458,BANGSAR PARK,2/11/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1927,799,1539000,1.5,kuala-lumpur,bangsar,3.13083,101.66944
5459,BANGSAR PARK,18/7/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1873,908,1700000,2,kuala-lumpur,bangsar,3.13083,101.66944
5460,BANGSAR PARK,15/7/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1875,640,1200000,1,kuala-lumpur,bangsar,3.13083,101.66944
5461,KAWASAN JALAN AMPANG/AMPANG HILIR,4/4/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1808,332,600000,2,kuala-lumpur,ampang,3.1505103,101.7601684
5462,KAWASAN JALAN AMPANG/AMPANG HILIR,24/3/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,2486,511,1270000,2,kuala-lumpur,ampang,3.1505103,101.7601684
5463,KAWASAN JALAN AMPANG/AMPANG HILIR,20/3/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,2842,422,1200000,2,kuala-lumpur,ampang,3.1505103,101.7601684
5464,KAWASAN JALAN AMPANG/AMPANG HILIR,15/11/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,2153,557,1200000,2,kuala-lumpur,ampang,3.1505103,101.7601684
5465,KAWASAN JALAN AMPANG/AMPANG HILIR,4/10/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1808,900,1628000,2,kuala-lumpur,ampang,3.1505103,101.7601684
5466,KAWASAN JALAN AMPANG/AMPANG HILIR,8/8/2022,TERRACE HOUSE - END LOT,FREEHOLD,3046,591,1800000,2,kuala-lumpur,ampang,3.1505103,101.7601684
5467,KAWASAN JALAN AMPANG/AMPANG HILIR,26/7/2022,BUNGALOW,FREEHOLD,11543,433,5000000,2,kuala-lumpur,ampang,3.1505103,101.7601684
5468,KAWASAN JALAN AMPANG/AMPANG HILIR,6/7/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1755,513,900000,2,kuala-lumpur,ampang,3.1505103,101.7601684
5469,KAWASAN JALAN AMPANG/AMPANG HILIR,26/5/2022,BUNGALOW,FREEHOLD,5273,863,4550000,2,kuala-lumpur,ampang,3.1505103,101.7601684
5470,DESA SEPUTEH,30/1/2023,BUNGALOW,FREEHOLD,5963,956,5700000,2,kuala-lumpur,seputeh,3.1136874,101.68142
5471,DESA SEPUTEH,20/1/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1647,613,1010000,3,kuala-lumpur,seputeh,3.1136874,101.68142
5472,DESA SEPUTEH,20/12/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1647,668,1100000,3,kuala-lumpur,seputeh,3.1136874,101.68142
5473,DESA SEPUTEH,2/12/2022,BUNGALOW,FREEHOLD,4682,982,4600000,2,kuala-lumpur,seputeh,3.1136874,101.68142
5474,DESA SEPUTEH,12/11/2022,SEMI-D,LEASEHOLD,3746,259,970000,2,kuala-lumpur,seputeh,3.1136874,101.68142
5475,DESA SEPUTEH,8/11/2022,BUNGALOW,FREEHOLD,5317,940,5000000,2,kuala-lumpur,seputeh,3.1136874,101.68142
5476,DESA SEPUTEH,27/9/2022,BUNGALOW,FREEHOLD,4596,940,4320000,2,kuala-lumpur,seputeh,3.1136874,101.68142
5477,DESA SEPUTEH,7/9/2022,TERRACE HOUSE - END LOT,LEASEHOLD,1647,607,1000000,3,kuala-lumpur,seputeh,3.1136874,101.68142
5478,DESA SEPUTEH,7/9/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1647,546,900000,3,kuala-lumpur,seputeh,3.1136874,101.68142
5479,DESA SEPUTEH,17/3/2022,BUNGALOW,FREEHOLD,8191,769,6300000,2,kuala-lumpur,seputeh,3.1136874,101.68142
5480,TAMAN DATUK SENU,16/5/2023,CLUSTER HOUSE - INTERMEDIATE,LEASEHOLD,517,580,300000,2,kuala-lumpur,sentul,3.1785862,101.6955056
5481,TAMAN DATUK SENU,30/3/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,592,617,365000,3,kuala-lumpur,sentul,3.1785862,101.6955056
5482,TAMAN DATUK SENU,23/3/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,592,777,460000,3,kuala-lumpur,sentul,3.1785862,101.6955056
5483,TAMAN DATUK SENU,14/3/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,592,819,485000,3,kuala-lumpur,sentul,3.1785862,101.6955056
5484,TAMAN DATUK SENU,5/12/2022,CLUSTER HOUSE - INTERMEDIATE,LEASEHOLD,560,429,240000,2,kuala-lumpur,sentul,3.1785862,101.6955056
5485,TAMAN DATUK SENU,5/11/2022,CLUSTER HOUSE - INTERMEDIATE,LEASEHOLD,560,473,265000,2,kuala-lumpur,sentul,3.1785862,101.6955056
5486,TAMAN DATUK SENU,26/10/2022,CLUSTER HOUSE,LEASEHOLD,452,442,200000,2,kuala-lumpur,sentul,3.1785862,101.6955056
5487,TAMAN DATUK SENU,29/9/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,592,608,360000,3,kuala-lumpur,sentul,3.1785862,101.6955056
5488,TAMAN DATUK SENU,15/7/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,592,659,390000,3,kuala-lumpur,sentul,3.1785862,101.6955056
5489,TAMAN DATUK SENU,22/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,592,642,380000,3,kuala-lumpur,sentul,3.1785862,101.6955056
5490,TAMAN DATUK SENU,13/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,592,541,320000,3,kuala-lumpur,sentul,3.1785862,101.6955056
5491,LAMAN RIMBUNAN,4/4/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1647,880,1450000,3,kuala-lumpur,jinjang,3.2113057,101.6583226
5492,LAMAN RIMBUNAN,28/3/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1647,808,1330000,3,kuala-lumpur,jinjang,3.2113057,101.6583226
5493,LAMAN RIMBUNAN,20/2/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1399,829,1160000,3,kuala-lumpur,jinjang,3.2113057,101.6583226
5494,LAMAN RIMBUNAN,19/1/2023,SEMI-D,LEASEHOLD,2820,833,2350000,2.5,kuala-lumpur,jinjang,3.2113057,101.6583226
5495,LAMAN RIMBUNAN,20/12/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,3197,744,2380000,3,kuala-lumpur,jinjang,3.2113057,101.6583226
5496,LAMAN RIMBUNAN,15/11/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1399,894,1250000,3,kuala-lumpur,jinjang,3.2113057,101.6583226
5497,LAMAN RIMBUNAN,4/11/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1647,964,1588000,3,kuala-lumpur,jinjang,3.2113057,101.6583226
5498,LAMAN RIMBUNAN,12/9/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1399,922,1290000,3,kuala-lumpur,jinjang,3.2113057,101.6583226
5499,LAMAN RIMBUNAN,25/7/2022,SEMI-D,LEASEHOLD,2551,776,1980000,3,kuala-lumpur,jinjang,3.2113057,101.6583226
5500,TAMAN MALURI,9/3/2023,SEMI-D,LEASEHOLD,3360,589,1980000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5501,TAMAN MALURI,7/3/2023,SEMI-D,LEASEHOLD,4048,353,1430000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5502,TAMAN MALURI,22/2/2023,TERRACE HOUSE - CORNER LOT,LEASEHOLD,3045,371,1130000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5503,TAMAN MALURI,10/2/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1540,351,540000,1,kuala-lumpur,cheras,3.0991919,101.7374229
5504,TAMAN MALURI,19/1/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1650,533,880000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5505,TAMAN MALURI,1/12/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1650,588,970000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5506,TAMAN MALURI,15/9/2022,SEMI-D,LEASEHOLD,3516,466,1640000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5507,TAMAN MALURI,8/9/2022,TERRACE HOUSE - CORNER LOT,LEASEHOLD,2370,236,560000,1,kuala-lumpur,cheras,3.0991919,101.7374229
5508,TAMAN MALURI,1/7/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1540,357,550000,1,kuala-lumpur,cheras,3.0991919,101.7374229
5509,TAMAN MALURI,27/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1650,485,800000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5510,TAMAN MALURI,22/4/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1650,506,835000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5511,TAMAN MALURI,21/4/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1650,467,770000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5512,RESIDENSI EMERALD DAMAI (EMERALD HILLS),27/3/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1636,1079,1765000,3,kuala-lumpur,cheras,3.0991919,101.7374229
5513,RESIDENSI EMERALD DAMAI (EMERALD HILLS),15/2/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1636,842,1378000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5514,RESIDENSI EMERALD DAMAI (EMERALD HILLS),26/1/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1636,1100,1800000,3,kuala-lumpur,cheras,3.0991919,101.7374229
5515,RESIDENSI EMERALD DAMAI (EMERALD HILLS),20/12/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1636,886,1450000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5516,RESIDENSI EMERALD DAMAI (EMERALD HILLS),8/12/2022,TERRACE HOUSE - CORNER LOT,FREEHOLD,3369,579,1950000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5517,RESIDENSI EMERALD DAMAI (EMERALD HILLS),5/12/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1636,978,1600000,3,kuala-lumpur,cheras,3.0991919,101.7374229
5518,RESIDENSI EMERALD DAMAI (EMERALD HILLS),16/11/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1636,1027,1680000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5519,RESIDENSI EMERALD DAMAI (EMERALD HILLS),7/10/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1636,856,1400000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5520,RESIDENSI EMERALD DAMAI (EMERALD HILLS),5/10/2022,TERRACE HOUSE - CORNER LOT,FREEHOLD,3541,641,2270000,3,kuala-lumpur,cheras,3.0991919,101.7374229
5521,SUNWAY SPK DAMANSARA,13/4/2023,TERRACE HOUSE - END LOT,FREEHOLD,2379,975,2320000,2,kuala-lumpur,sunway-spk,3.1860817,101.6212777
5522,SUNWAY SPK DAMANSARA,17/3/2023,TERRACE HOUSE - CORNER LOT,FREEHOLD,3283,883,2900000,2.5,kuala-lumpur,sunway-spk,3.1860817,101.6212777
5523,SUNWAY SPK DAMANSARA,22/2/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1647,1093,1800000,2,kuala-lumpur,sunway-spk,3.1860817,101.6212777
5524,SUNWAY SPK DAMANSARA,6/2/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1647,1117,1839000,2.5,kuala-lumpur,sunway-spk,3.1860817,101.6212777
5525,SUNWAY SPK DAMANSARA,10/1/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1647,1154,1900000,2.5,kuala-lumpur,sunway-spk,3.1860817,101.6212777
5526,SUNWAY SPK DAMANSARA,5/1/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1647,1105,1820000,2.5,kuala-lumpur,sunway-spk,3.1860817,101.6212777
5527,SUNWAY SPK DAMANSARA,4/1/2023,TERRACE HOUSE - CORNER LOT,FREEHOLD,3283,868,2850000,2.5,kuala-lumpur,sunway-spk,3.1860817,101.6212777
5528,SUNWAY SPK DAMANSARA,2/12/2022,TERRACE HOUSE - CORNER LOT,FREEHOLD,2400,891,2138000,2,kuala-lumpur,sunway-spk,3.1860817,101.6212777
5529,SUNWAY SPK DAMANSARA,4/11/2022,TERRACE HOUSE - END LOT,FREEHOLD,2239,983,2200000,2.5,kuala-lumpur,sunway-spk,3.1860817,101.6212777
5530,SUNWAY SPK DAMANSARA,27/9/2022,TERRACE HOUSE - CORNER LOT,FREEHOLD,2239,1085,2430000,2.5,kuala-lumpur,sunway-spk,3.1860817,101.6212777
5531,SUNWAY SPK DAMANSARA,31/5/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1647,1245,2050000,2,kuala-lumpur,sunway-spk,3.1860817,101.6212777
5532,SUNWAY SPK DAMANSARA,18/5/2022,TERRACE HOUSE - CORNER LOT,FREEHOLD,3272,856,2800000,2.5,kuala-lumpur,sunway-spk,3.1860817,101.6212777
5533,TAMAN MUTIARA,13/4/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1658,486,805000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5534,TAMAN MUTIARA,13/3/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,4176,287,1200000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5535,TAMAN MUTIARA,27/2/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1765,521,920000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5536,TAMAN MUTIARA,22/11/2022,BUNGALOW,FREEHOLD,6178,356,2200000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5537,TAMAN MUTIARA,4/11/2022,SEMI-D,FREEHOLD,3617,325,1175000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5538,TAMAN MUTIARA,2/11/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1755,538,945000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5539,TAMAN MUTIARA,7/7/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1765,484,855000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5540,TAMAN MUTIARA,21/6/2022,TERRACE HOUSE - CORNER LOT,FREEHOLD,4650,323,1500000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5541,DESA AMAN,17/4/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1539,500,770000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5542,DESA AMAN,18/3/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1647,486,800000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5543,DESA AMAN,1/12/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1873,507,950000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5544,DESA AMAN,11/11/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1195,467,558627,2,kuala-lumpur,cheras,3.0991919,101.7374229
5545,DESA AMAN,7/10/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1647,455,750000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5546,DESA AMAN,12/7/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1647,489,805000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5547,DESA AMAN,4/7/2022,TERRACE HOUSE - END LOT,FREEHOLD,2702,496,1340000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5548,DESA AMAN,23/6/2022,TERRACE HOUSE - END LOT,FREEHOLD,1507,510,769014,2,kuala-lumpur,cheras,3.0991919,101.7374229
5549,DESA AMAN,13/6/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1539,552,850000,2,kuala-lumpur,cheras,3.0991919,101.7374229
5550,TAMAN IMPIAN INDAH (PARAGON HEIGHT),8/5/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1873,614,1150000,3,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
5551,TAMAN IMPIAN INDAH (PARAGON HEIGHT),12/4/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1873,657,1230000,3,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
5552,TAMAN IMPIAN INDAH (PARAGON HEIGHT),11/1/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1873,608,1138000,3,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
5553,TAMAN IMPIAN INDAH (PARAGON HEIGHT),1/12/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1873,694,1300000,3,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
5554,TAMAN IMPIAN INDAH (PARAGON HEIGHT),12/10/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1873,641,1200000,3,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
5555,TAMAN IMPIAN INDAH (PARAGON HEIGHT),24/9/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1873,649,1215000,3,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
5556,TAMAN IMPIAN INDAH (PARAGON HEIGHT),29/7/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1873,627,1175000,3,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
5557,TAMAN IMPIAN INDAH (PARAGON HEIGHT),16/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1873,667,1250000,3,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
5558,TAMAN IMPIAN INDAH (PARAGON HEIGHT),13/6/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1873,714,1338000,3,kuala-lumpur,bukit-jalil,3.0533462,101.6802937
5559,TAMAN INTAN BAIDURI,31/5/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1539,429,660000,2,kuala-lumpur,batu-caves,3.2377898,101.6813599
5560,TAMAN INTAN BAIDURI,19/8/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1539,205,316000,2,kuala-lumpur,batu-caves,3.2377898,101.6813599
5561,TAMAN INTAN BAIDURI,12/8/2022,TERRACE HOUSE - END LOT,LEASEHOLD,2239,357,800000,2,kuala-lumpur,batu-caves,3.2377898,101.6813599
5562,TAMAN INTAN BAIDURI,12/8/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1539,421,648000,2,kuala-lumpur,batu-caves,3.2377898,101.6813599
5563,TAMAN INTAN BAIDURI,9/8/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1539,455,700000,2,kuala-lumpur,batu-caves,3.2377898,101.6813599
5564,TAMAN INTAN BAIDURI,21/7/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1432,503,720000,2,kuala-lumpur,batu-caves,3.2377898,101.6813599
5565,TAMAN INTAN BAIDURI,15/7/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1539,344,530000,2,kuala-lumpur,batu-caves,3.2377898,101.6813599
5566,TAMAN INTAN BAIDURI,28/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1539,396,610000,2,kuala-lumpur,batu-caves,3.2377898,101.6813599
5567,TAMAN INTAN BAIDURI,23/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1539,545,838000,2,kuala-lumpur,batu-caves,3.2377898,101.6813599
5568,TAMAN INTAN BAIDURI,15/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1539,380,585000,2,kuala-lumpur,batu-caves,3.2377898,101.6813599
5569,TAMAN INTAN BAIDURI,13/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1302,338,440000,1,kuala-lumpur,batu-caves,3.2377898,101.6813599
5570,LAKE FIELD - MEADOWS & GLADES,29/11/2022,TERRACE HOUSE - END LOT,LEASEHOLD,2722,588,1600000,3,kuala-lumpur,sungai-besi,3.0638443,101.7083805
5571,MIDFIELDS 1,30/11/2022,CONDOMINIUM,LEASEHOLD,1074,433,465000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
5572,LAKE FIELD - MEADOWS & GLADES,30/11/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1602,674,1080000,3,kuala-lumpur,sungai-besi,3.0638443,101.7083805
5573,LAKE FIELD - MEADOWS & GLADES,2/12/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1602,705,1130000,3,kuala-lumpur,sungai-besi,3.0638443,101.7083805
5574,LAKE FIELD - GROVE,8/12/2022,SEMI-D,LEASEHOLD,3951,620,2450000,3,kuala-lumpur,sungai-besi,3.0638443,101.7083805
5575,MIDFIELDS 2,12/12/2022,CONDOMINIUM,LEASEHOLD,1044,522,545000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
5576,RESIDENSI DAMAI INDAH,12/12/2022,SERVICE RESIDENCE,FREEHOLD,893,560,500000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
5577,MIDFIELDS 1,13/12/2022,CONDOMINIUM,LEASEHOLD,2117,255,540000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
5578,PANGSAPURI PERMAI,14/12/2022,APARTMENT,LEASEHOLD,678,251,170000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
5579,DESA SRI HARTAMAS,20/3/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1647,1123,1850000,2,kuala-lumpur,sri-hartamas,3.1619566,101.6524639
5580,DESA SRI HARTAMAS,7/3/2023,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1647,1087,1790000,2,kuala-lumpur,sri-hartamas,3.1619566,101.6524639
5581,DESA SRI HARTAMAS,15/11/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1647,1141,1880000,2,kuala-lumpur,sri-hartamas,3.1619566,101.6524639
5582,DESA SRI HARTAMAS,14/11/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1668,1034,1725000,2,kuala-lumpur,sri-hartamas,3.1619566,101.6524639
5583,DESA SRI HARTAMAS,7/10/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1765,1161,2050000,2,kuala-lumpur,sri-hartamas,3.1619566,101.6524639
5584,DESA SRI HARTAMAS,3/10/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,2400,1083,2600000,2,kuala-lumpur,sri-hartamas,3.1619566,101.6524639
5585,DESA SRI HARTAMAS,14/9/2022,TERRACE HOUSE - CORNER LOT,FREEHOLD,4144,760,3150000,2,kuala-lumpur,sri-hartamas,3.1619566,101.6524639
5586,DESA SRI HARTAMAS,9/8/2022,TERRACE HOUSE - INTERMEDIATE,FREEHOLD,1647,1336,2200000,2,kuala-lumpur,sri-hartamas,3.1619566,101.6524639
5587,TAMAN SRI SEGAMBUT,3/2/2023,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1470,388,570000,1,kuala-lumpur,segambut,3.1864418,101.6641964
5588,TAMAN SRI SEGAMBUT,21/12/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1475,373,550000,1,kuala-lumpur,segambut,3.1864418,101.6641964
5589,TAMAN SRI SEGAMBUT,7/12/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1475,214,315000,1,kuala-lumpur,segambut,3.1864418,101.6641964
5590,TAMAN SRI SEGAMBUT,20/10/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1475,441,650000,1,kuala-lumpur,segambut,3.1864418,101.6641964
5591,TAMAN SRI SEGAMBUT,4/8/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1475,380,560000,1,kuala-lumpur,segambut,3.1864418,101.6641964
5592,TAMAN SRI SEGAMBUT,3/8/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1475,407,600000,1,kuala-lumpur,segambut,3.1864418,101.6641964
5593,TAMAN SRI SEGAMBUT,2/8/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1475,183,270000,1,kuala-lumpur,segambut,3.1864418,101.6641964
5594,TAMAN SRI SEGAMBUT,25/7/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1470,330,485000,1,kuala-lumpur,segambut,3.1864418,101.6641964
5595,TAMAN SRI SEGAMBUT,28/6/2022,TERRACE HOUSE - END LOT,LEASEHOLD,1469,449,660000,1,kuala-lumpur,segambut,3.1864418,101.6641964
5596,TAMAN SRI SEGAMBUT,27/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1475,325,480000,1,kuala-lumpur,segambut,3.1864418,101.6641964
5597,TAMAN SRI SEGAMBUT,6/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1475,102,150000,1,kuala-lumpur,segambut,3.1864418,101.6641964
